title,author,secondary_author,illustrator,translators,series,lc_bib,naf_label,naf_lccn,genre,genre_uris,subject,subject_uris,lccn,oclc,isbn,date,creator_has_awards,creator_wiki,state,date_ban,ban_status,challenge_origin,district,marc_file
Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",,,,,14983817,"Adichie, Chimamanda Ngozi, 1977-",n2003042876,Political fiction|Historical fiction|Fiction,http://id.loc.gov/authorities/genreForms/gf2014026370|http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/subjects/sh85104355,"Nigeria--History--1960---Fiction|Nigeria--History--Civil War, 1967-1970--Fiction",http://id.loc.gov/authorities/subjects/sh99001562|http://id.loc.gov/authorities/subjects/sh99005024|http://id.loc.gov/rwo/agents/n79056412,  2007279788,,9781400095209,2007,9,Q230141,Utah,October 2022,Banned from Libraries and Classrooms,Formal Challenge,Granite School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/14983817.xml
Cool for the Summer,"Adler, Dahlia",,,,,21823645,"Adler, Dahlia",no2014096841,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Bisexuality--Fiction|Schools--Fiction|High schools--Fiction|Dating--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021052537|http://id.loc.gov/authorities/childrensSubjects/sj2021050876|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050349|http://id.loc.gov/authorities/childrensSubjects/sj96006090,  2020053234,,9781250765826,2021,0,Q58920564,South Carolina,October 2022,Banned Pending Investigation,Informal Challenge,Beaufort County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21823645.xml
Public Enemies,"Aguirre, Ann",,,,The Immortal Game,19016329,"Aguirre, Ann",n2008062806,Paranormal fiction|Fiction,http://id.loc.gov/authorities/genreForms/gf2014026469|http://id.loc.gov/authorities/genreForms/gf2014026339,Revenge--Fiction|Schools--Fiction|Immortality--Juvenile fiction|Paranormal fiction|Schools--Juvenile fiction|Preparatory schools--Fiction|Revenge--Juvenile fiction|Immortality--Fiction|Preparatory schools--Juvenile fiction,http://id.loc.gov/authorities/childrensSubjects/sj96005721|http://id.loc.gov/authorities/subjects/sh2008111273|http://id.loc.gov/authorities/subjects/sh98004865|http://id.loc.gov/authorities/subjects/sh85064531|http://id.loc.gov/authorities/subjects/sh85106382|http://id.loc.gov/authorities/childrensSubjects/sj2021059134|http://id.loc.gov/authorities/subjects/sh2010110975|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/childrensSubjects/sj2021051730|http://id.loc.gov/authorities/childrensSubjects/sj96006090,  2016297366,,9781250024664|9781250074201|1250024668|1250074207,2015,0,Q4766205,Texas,March 2023,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19016329.xml
The Beautiful,"Ahdieh, Renée",,,,The Beautiful,20927626,"Ahdieh, Renée",n2015001153,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Dressmaking--Fiction|New Orleans (La.)--History--19th century--Fiction|Supernatural--Fiction|Murder--Fiction|Mystery and detective stories,http://id.loc.gov/authorities/childrensSubjects/sj2021051188|http://id.loc.gov/authorities/childrensSubjects/sj2021052036|http://id.loc.gov/authorities/childrensSubjects/sj96005978|http://id.loc.gov/authorities/childrensSubjects/sj2012050014|http://id.loc.gov/authorities/childrensSubjects/sj2020050019,  2019014461,,9781524738174|9780593462669|9781524738198,2019,0,Q44070743,Texas,March 2023,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/20927626.xml
The Damned,"Ahdieh, Renée",,,,The Beautiful,21390751,"Ahdieh, Renée",n2015001153,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Vampires--Fiction|New Orleans (La.)--History--19th century--Fiction|Love--Fiction|Supernatural--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021050762|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2012050014|http://id.loc.gov/authorities/childrensSubjects/sj96005908,  2020002295,,9781984812605|9781984812582,2020,0,Q44070743,Texas,March 2023,Banned from Libraries,Administration,Frisco Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/21390751.xml
How It All Blew Up,"Ahmadi, Arvin",,,,,22062995,"Ahmadi, Arvin",n2017040783,Domestic fiction|Young adult fiction|Fiction|Romances,http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026295|http://id.loc.gov/authorities/genreForms/gf2014026339|http://id.loc.gov/authorities/genreForms/gf2014026517,Iranian Americans--Fiction|Iranian Americans--Juvenile fiction|Rome (Italy)--Fiction|Coming out--Fiction|United States. Bureau of Customs and Border Protection--Fiction|Family life--Fiction|Rome (Italy)--Juvenile fiction|United States. Bureau of Customs and Border Protection--Juvenile fiction|Gay teenagers--Juvenile fiction|Americans--Italy--Rome--Juvenile fiction|Gay teenagers--Fiction|Families--Juvenile fiction|Coming out (Sexual orientation)--Juvenile fiction,http://id.loc.gov/rwo/agents/n79021783-781|http://id.loc.gov/rwo/agents/n79039816-781|http://id.loc.gov/authorities/childrensSubjects/sj96005444|http://id.loc.gov/authorities/childrensSubjects/sj2021051923|http://id.loc.gov/authorities/childrensSubjects/sj2021052834|http://id.loc.gov/authorities/subjects/sh85067920|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/subjects/sh90005890|http://id.loc.gov/authorities/subjects/sh2008103523|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh85004432|http://id.loc.gov/authorities/subjects/sh87006903|http://id.loc.gov/rwo/agents/no2003052379|http://id.loc.gov/rwo/agents/n79018704,  2021285293,,0593202872|9780593202876|9780593202890,2020,0,,Missouri,September 2022,Banned from Libraries,Formal Challenge,Willard Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/22062995.xml
Leah on the Offbeat,"Albertalli, Becky",,,,Simonverse,19509332,"Albertalli, Becky",n2014039275,Bildungsromans|Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/genreForms/gf2014026243|http://id.loc.gov/authorities/genreForms/gf2014026339,Friendship--Juvenile fiction|Identity (Psychology)--Juvenile fiction|Bisexual teenagers--Juvenile fiction|Bisexual people--Juvenile fiction|High school students--Juvenile fiction|Drummers (Musicians)--Juvenile fiction,http://id.loc.gov/authorities/subjects/sh2008103472|http://id.loc.gov/authorities/subjects/sh2008121575|http://id.loc.gov/authorities/subjects/sh93003390|http://id.loc.gov/authorities/subjects/sh2013001501|http://id.loc.gov/authorities/subjects/sh85039781|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh2008122995,  2017934758,,9780062643803|0062643800,2018,1,Q48471277,Florida,AY 2022-2023,Banned from Libraries and Classrooms,Administration/Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19509332.xml
Leah on the Offbeat,"Albertalli, Becky",,,,Simonverse,19509332,"Albertalli, Becky",n2014039275,Bildungsromans|Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/genreForms/gf2014026243|http://id.loc.gov/authorities/genreForms/gf2014026339,Friendship--Juvenile fiction|Identity (Psychology)--Juvenile fiction|Bisexual teenagers--Juvenile fiction|Bisexual people--Juvenile fiction|High school students--Juvenile fiction|Drummers (Musicians)--Juvenile fiction,http://id.loc.gov/authorities/subjects/sh2008103472|http://id.loc.gov/authorities/subjects/sh2008121575|http://id.loc.gov/authorities/subjects/sh93003390|http://id.loc.gov/authorities/subjects/sh2013001501|http://id.loc.gov/authorities/subjects/sh85039781|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh2008122995,  2017934758,,9780062643803|0062643800,2018,1,Q48471277,Florida,September 2022,Banned Pending Investigation,Formal Challenge,Escambia County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19509332.xml
Leah on the Offbeat,"Albertalli, Becky",,,,Simonverse,19509332,"Albertalli, Becky",n2014039275,Bildungsromans|Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/genreForms/gf2014026243|http://id.loc.gov/authorities/genreForms/gf2014026339,Friendship--Juvenile fiction|Identity (Psychology)--Juvenile fiction|Bisexual teenagers--Juvenile fiction|Bisexual people--Juvenile fiction|High school students--Juvenile fiction|Drummers (Musicians)--Juvenile fiction,http://id.loc.gov/authorities/subjects/sh2008103472|http://id.loc.gov/authorities/subjects/sh2008121575|http://id.loc.gov/authorities/subjects/sh93003390|http://id.loc.gov/authorities/subjects/sh2013001501|http://id.loc.gov/authorities/subjects/sh85039781|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh2008122995,  2017934758,,9780062643803|0062643800,2018,1,Q48471277,South Carolina,October 2022,Banned Pending Investigation,Informal Challenge,Beaufort County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19509332.xml
Simon vs. the Homo Sapiens Agenda,"Albertalli, Becky",,,,Simonverse,18210485,"Albertalli, Becky",n2014039275,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Schools--Fiction|Extortion--Fiction|Pen pals--Fiction|Secrets--Fiction|Friendship--Fiction|Gay people--Fiction|High schools--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021052666|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj96005569|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050349|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj96006090|http://id.loc.gov/authorities/childrensSubjects/sj2021052357,  2014022536,,9780062348678,2015,1,Q48471277,Florida,September 2022,Banned Pending Investigation,Formal Challenge,Escambia County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18210485.xml
Simon vs. the Homo Sapiens Agenda,"Albertalli, Becky",,,,Simonverse,18210485,"Albertalli, Becky",n2014039275,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Schools--Fiction|Extortion--Fiction|Pen pals--Fiction|Secrets--Fiction|Friendship--Fiction|Gay people--Fiction|High schools--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021052666|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj96005569|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050349|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj96006090|http://id.loc.gov/authorities/childrensSubjects/sj2021052357,  2014022536,,9780062348678,2015,1,Q48471277,Michigan,August 2022,Banned from Libraries and Classrooms,Informal Challenge,Davison Community Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18210485.xml
Simon vs. the Homo Sapiens Agenda,"Albertalli, Becky",,,,Simonverse,18210485,"Albertalli, Becky",n2014039275,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Schools--Fiction|Extortion--Fiction|Pen pals--Fiction|Secrets--Fiction|Friendship--Fiction|Gay people--Fiction|High schools--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021052666|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj96005569|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050349|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj96006090|http://id.loc.gov/authorities/childrensSubjects/sj2021052357,  2014022536,,9780062348678,2015,1,Q48471277,Texas,October 2022,Banned Pending Investigation,Informal Challenge,Texarkana Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18210485.xml
Simon vs. the Homo Sapiens Agenda,"Albertalli, Becky",,,,Simonverse,18210485,"Albertalli, Becky",n2014039275,Fiction,http://id.loc.gov/authorities/genreForms/gf2014026339,Schools--Fiction|Extortion--Fiction|Pen pals--Fiction|Secrets--Fiction|Friendship--Fiction|Gay people--Fiction|High schools--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2021052666|http://id.loc.gov/authorities/childrensSubjects/sj2021051260|http://id.loc.gov/authorities/childrensSubjects/sj96005569|http://id.loc.gov/authorities/childrensSubjects/sj2020050019|http://id.loc.gov/authorities/childrensSubjects/sj2021050349|http://id.loc.gov/authorities/childrensSubjects/sj96006094|http://id.loc.gov/authorities/childrensSubjects/sj96006090|http://id.loc.gov/authorities/childrensSubjects/sj2021052357,  2014022536,,9780062348678,2015,1,Q48471277,Utah,AY 2022-2023,Banned from Libraries,Formal Challenge,Canyons School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/18210485.xml
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,19076212,"Albertalli, Becky",n2014039275,Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,Twin sisters--Juvenile fiction|Overweight teenagers--Juvenile fiction|Sisters--Fiction|Donor conceived people--Juvenile fiction|Anxiety disorders--Juvenile fiction|Children of gay parents--Juvenile fiction|Lesbian teenagers--Juvenile fiction|Love--Fiction|Twins--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/subjects/sh85023551|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/subjects/sh2010003684|http://id.loc.gov/authorities/subjects/sh2022007746|http://id.loc.gov/authorities/childrensSubjects/sj96005908|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2007008662|http://id.loc.gov/authorities/subjects/sh2005006293,  2016938957,,0062348701|9780062348708,2017,1,Q48471277,Florida,September 2022,Banned from Libraries,Formal Challenge,Clay County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19076212.xml
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,19076212,"Albertalli, Becky",n2014039275,Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,Twin sisters--Juvenile fiction|Overweight teenagers--Juvenile fiction|Sisters--Fiction|Donor conceived people--Juvenile fiction|Anxiety disorders--Juvenile fiction|Children of gay parents--Juvenile fiction|Lesbian teenagers--Juvenile fiction|Love--Fiction|Twins--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/subjects/sh85023551|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/subjects/sh2010003684|http://id.loc.gov/authorities/subjects/sh2022007746|http://id.loc.gov/authorities/childrensSubjects/sj96005908|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2007008662|http://id.loc.gov/authorities/subjects/sh2005006293,  2016938957,,0062348701|9780062348708,2017,1,Q48471277,Florida,September 2022,Banned Pending Investigation,Formal Challenge,Escambia County Public Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19076212.xml
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,19076212,"Albertalli, Becky",n2014039275,Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,Twin sisters--Juvenile fiction|Overweight teenagers--Juvenile fiction|Sisters--Fiction|Donor conceived people--Juvenile fiction|Anxiety disorders--Juvenile fiction|Children of gay parents--Juvenile fiction|Lesbian teenagers--Juvenile fiction|Love--Fiction|Twins--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/subjects/sh85023551|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/subjects/sh2010003684|http://id.loc.gov/authorities/subjects/sh2022007746|http://id.loc.gov/authorities/childrensSubjects/sj96005908|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2007008662|http://id.loc.gov/authorities/subjects/sh2005006293,  2016938957,,0062348701|9780062348708,2017,1,Q48471277,Florida,June 2023,Banned from Libraries and Classrooms,Administration,Volusia County Schools,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19076212.xml
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,19076212,"Albertalli, Becky",n2014039275,Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,Twin sisters--Juvenile fiction|Overweight teenagers--Juvenile fiction|Sisters--Fiction|Donor conceived people--Juvenile fiction|Anxiety disorders--Juvenile fiction|Children of gay parents--Juvenile fiction|Lesbian teenagers--Juvenile fiction|Love--Fiction|Twins--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/subjects/sh85023551|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/subjects/sh2010003684|http://id.loc.gov/authorities/subjects/sh2022007746|http://id.loc.gov/authorities/childrensSubjects/sj96005908|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2007008662|http://id.loc.gov/authorities/subjects/sh2005006293,  2016938957,,0062348701|9780062348708,2017,1,Q48471277,North Dakota,September 2022,Banned Pending Investigation,Informal Challenge,Williston Basin School District #7,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19076212.xml
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,19076212,"Albertalli, Becky",n2014039275,Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,Twin sisters--Juvenile fiction|Overweight teenagers--Juvenile fiction|Sisters--Fiction|Donor conceived people--Juvenile fiction|Anxiety disorders--Juvenile fiction|Children of gay parents--Juvenile fiction|Lesbian teenagers--Juvenile fiction|Love--Fiction|Twins--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/subjects/sh85023551|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/subjects/sh2010003684|http://id.loc.gov/authorities/subjects/sh2022007746|http://id.loc.gov/authorities/childrensSubjects/sj96005908|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2007008662|http://id.loc.gov/authorities/subjects/sh2005006293,  2016938957,,0062348701|9780062348708,2017,1,Q48471277,South Carolina,October 2022,Banned Pending Investigation,Informal Challenge,Beaufort County School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19076212.xml
The Upside of Unrequited,"Albertalli, Becky",,,,Simonverse,19076212,"Albertalli, Becky",n2014039275,Fiction|Young adult fiction|Romance fiction,http://id.loc.gov/authorities/genreForms/gf2014026516|http://id.loc.gov/authorities/subjects/sh85149267|http://id.loc.gov/authorities/genreForms/gf2014026339,Twin sisters--Juvenile fiction|Overweight teenagers--Juvenile fiction|Sisters--Fiction|Donor conceived people--Juvenile fiction|Anxiety disorders--Juvenile fiction|Children of gay parents--Juvenile fiction|Lesbian teenagers--Juvenile fiction|Love--Fiction|Twins--Fiction,http://id.loc.gov/authorities/childrensSubjects/sj2022050284|http://id.loc.gov/authorities/subjects/sh85023551|http://id.loc.gov/authorities/childrensSubjects/sj2021061694|http://id.loc.gov/authorities/subjects/sh2010003684|http://id.loc.gov/authorities/subjects/sh2022007746|http://id.loc.gov/authorities/childrensSubjects/sj96005908|http://id.loc.gov/authorities/subjects/sh99001687|http://id.loc.gov/authorities/subjects/sh93005205|http://id.loc.gov/authorities/subjects/sh2007008662|http://id.loc.gov/authorities/subjects/sh2005006293,  2016938957,,0062348701|9780062348708,2017,1,Q48471277,Texas,October 2022,Banned Pending Investigation,Informal Challenge,Texarkana Independent School District,https://thisismattmiller.s3.amazonaws.com/banned-metadata-2023/19076212.xml
